src_ip,dst_ip,ran_ngap_ue_id,label,timestamp_seq,direc_seq,procedurecode_seq,ngap_type_seq,nas_sec_seq,nas_type_seq,cell_id_seq,tac_seq,time_seq,seq_no,ue_status,establish_cause,nRencryption,nRintegrityProtection,eUTRAencryption,eUTRAintegrityProtection,mmfor,reg_type,tsc,nas_key_set_id,mcc,mnc,supi_fmt,type_id,nssaa_perf,sms_all,reg_result,mpsi,iwk_n26,emf,emc,vops_n3gpp,vops_3gpp,up_ciot,iphc_cp_ciot,n3_data,cp_ciot,restrictec,mcsi,emcn3,mm_cause,switch_off,re_reg_req,acc_type,serv_type,abba,cipher_alg,integrity_alg,max_data_rate_ul,max_data_rate_dl,sel_sc_mode,pdu_session_type,sm_cause,cause_nas,timezone
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.014272928237915039, 0.01604294776916504, 3.0097270011901855, 3.024090051651001, 3.025641918182373, 6.020474910736084, 6.046344041824341, 6.050313949584961, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 1, 1, 0, 1, -1, -1, -1, -1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, -1, -1, -1, -1]","[46, 84, 85, 46, 84, 85, 46, 84, 85, -1, -1, -1, -1]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, -1]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, -1]","[3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 39, 39, 40, 40, -1, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.015508890151977539, 0.017239093780517578, 0.028955936431884766, 0.03217911720275879, 0.0403139591217041, 0.04128599166870117, 0.04140806198120117, 0.04298806190490723, 3.037977933883667, 3.0529329776763916, 3.0579030513763428, 6.06281590461731]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[15, 4, 46, 4, 46, 14, 14, 44, 46, 46, 29, 29, 46]","[15, 4, 46, 4, 46, 82, 83, 44, 46, 46, 84, 85, 46]","[0, 0, 0, 3, 0, 4, 0, 0, 2, 0, 2, 0, 2]","[0, 21, 22, 28, 29, 0, 1, 2, 38, 128, 39, 129, 38]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 2, 2, 3, -1, -1, -1, -1, -1, -1]",1,3,57344,57344,57344,57344,1,0,0,3,208,95,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,2,0,0,1,1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, 0.002162933349609375, 3.0042269229888916, 3.019217014312744, 3.020925998687744, 6.025221109390259, 6.040621995925903, 6.042539119720459, 9.045967102050781, 9.075165033340454, 9.076754093170166, 12.072709083557129, 12.091012001037598]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29]","[84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 4, 4, 5, 5, 6, 6, 7, 7, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 2.996878147125244, 3.0135021209716797, 3.01786208152771, 6.02321720123291, 6.03690505027771, 6.041147232055664, 9.03503704071045, 9.058497190475464, 9.0608971118927, 12.05377721786499, 12.066106081008911, 12.067743062973022]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 9, 9, 10, 10, 11, 11, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012337923049926758, 0.014303922653198242, 3.0182199478149414, 3.0312609672546387, 3.0327959060668945, 6.035412073135376, 6.047656059265137, 6.049180030822754, 9.044440984725952, 9.05611801147461, 9.057801961898804, 12.06168508529663]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 13, 13, 14, 14, 15, 15, 16, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, 0.0041351318359375, 3.007966995239258, 3.0204010009765625, 3.021911144256592, 6.01513409614563, 6.028177976608276, 6.030272006988525, 9.033725023269653, 9.046630144119263, 9.048384189605713, 12.050670146942139, 12.06342101097107]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29]","[84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 17, 17, 18, 18, 19, 19, 20, 20, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 3.004210948944092, 3.017353057861328, 3.0219759941101074, 6.024884939193726, 6.038746118545532, 6.0406270027160645, 9.041945934295654, 9.054522037506104, 9.056270122528076, 12.059380054473877, 12.076112985610962, 12.077798128128052]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 22, 22, 23, 23, 24, 24, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.014976024627685547, 0.016533851623535156, 3.010387897491455, 3.0268678665161133, 3.0292248725891113, 6.032760858535767, 6.04564094543457, 6.047338962554932, 9.040446043014526, 9.054150819778442, 9.05583381652832, 12.058820962905884]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 25, 26, 26, 27, 27, 28, 28, 29, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, 0.0017812252044677734, 3.006615161895752, 3.0205271244049072, 3.0221660137176514, 6.02674412727356, 6.042522192001343, 6.044196128845215, 9.048307180404663, 9.062121152877808, 9.066087007522583, 12.073514223098755, 12.08704400062561]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29]","[84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 30, 30, 31, 31, 32, 32, 33, 33, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 3.0044379234313965, 3.017629861831665, 3.0195930004119873, 6.024013042449951, 6.047817945480347, 6.049594879150391, 9.054270029067993, 9.069494009017944, 9.0742928981781, 12.067550897598267, 12.081584930419922, 12.083132982254028]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 35, 35, 36, 36, 37, 37, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.014272928237915039, 0.01604294776916504, 3.0097270011901855, 3.024090051651001, 3.025641918182373, 6.020474910736084, 6.046344041824341, 6.050313949584961, 1726798.9158859253, 1726798.9710350037, 1726798.9739670753, 1726798.9739890099]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 39, 39, 40, 40, 2, 2, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
